lesson_id,module_slug,subject,grade_band,total_linked_questions,flagged_linked_questions,blocked_linked_questions,generic_linked_questions,blocked_rate,all_linked_questions_blocked,reason_codes,flagged_question_ids,lesson_title
1275,12-english-language-arts-reading-literature-poetry-drama-pd,English Language Arts,12,24,0,0,0,0,false,,,Poetry/Drama (PD) Launch Lesson
1276,12-english-language-arts-reading-literature-world-lit-pd-where-possible,English Language Arts,12,24,0,0,0,0,false,,,World Lit (PD where possible) Launch Lesson
1277,2-english-language-arts-reading-literature-fables-and-folktales-pd,English Language Arts,2,16,0,0,0,0,false,,,Fables & Folktales (PD) Launch Lesson
1278,2-english-language-arts-reading-literature-picture-books-pd,English Language Arts,2,8,0,0,0,0,false,,,Picture Books (PD) Launch Lesson
1279,2-english-language-arts-reading-literature-poetry-short-forms,English Language Arts,2,16,0,0,0,0,false,,,Poetry (short forms) Launch Lesson
1298,9-english-language-arts-reading-literature-american-british-lit-pd-works,English Language Arts,9,24,0,0,0,0,false,,,American/British Lit (PD works) Launch Lesson
1299,9-english-language-arts-reading-literature-poetry-drama-pd,English Language Arts,9,24,0,0,0,0,false,,,Poetry/Drama (PD) Launch Lesson
1300,9-english-language-arts-reading-literature-world-lit-pd-where-possible,English Language Arts,9,24,0,0,0,0,false,,,World Lit (PD where possible) Launch Lesson
1301,k-english-language-arts-reading-literature-fables-and-folktales-pd,English Language Arts,K,16,0,0,0,0,false,,,Fables & Folktales (PD) Launch Lesson
1302,k-english-language-arts-reading-literature-picture-books-pd,English Language Arts,K,8,0,0,0,0,false,,,Picture Books (PD) Launch Lesson
1303,k-english-language-arts-reading-literature-poetry-short-forms,English Language Arts,K,16,0,0,0,0,false,,,Poetry (short forms) Launch Lesson
1304,1-english-language-arts-speaking-and-listening-show-and-tell-retelling,English Language Arts,1,16,0,0,0,0,false,,,"Show & Tell, Retelling Launch Lesson"
1305,10-english-language-arts-speaking-and-listening-seminars-academic-discussions-formal-presentations,English Language Arts,10,20,0,0,0,0,false,,,"Seminars, Academic Discussions, Formal Presentations Launch Lesson"
1306,11-english-language-arts-speaking-and-listening-seminars-academic-discussions-formal-presentations,English Language Arts,11,20,0,0,0,0,false,,,"Seminars, Academic Discussions, Formal Presentations Launch Lesson"
1307,12-english-language-arts-speaking-and-listening-seminars-academic-discussions-formal-presentations,English Language Arts,12,20,0,0,0,0,false,,,"Seminars, Academic Discussions, Formal Presentations Launch Lesson"
1308,2-english-language-arts-speaking-and-listening-show-and-tell-retelling,English Language Arts,2,16,0,0,0,0,false,,,"Show & Tell, Retelling Launch Lesson"
1315,9-english-language-arts-speaking-and-listening-seminars-academic-discussions-formal-presentations,English Language Arts,9,20,0,0,0,0,false,,,"Seminars, Academic Discussions, Formal Presentations Launch Lesson"
1316,k-english-language-arts-speaking-and-listening-show-and-tell-retelling,English Language Arts,K,16,0,0,0,0,false,,,"Show & Tell, Retelling Launch Lesson"
1317,1-english-language-arts-vocabulary-sight-words-and-phonics,English Language Arts,1,20,0,0,0,0,false,,,Sight Words & Phonics Launch Lesson
1318,10-english-language-arts-vocabulary-discipline-specific-terms-test-prep,English Language Arts,10,28,0,0,0,0,false,,,"Discipline-Specific Terms, Test Prep Launch Lesson"
1319,11-english-language-arts-vocabulary-discipline-specific-terms-test-prep,English Language Arts,11,28,0,0,0,0,false,,,"Discipline-Specific Terms, Test Prep Launch Lesson"
1320,12-english-language-arts-vocabulary-discipline-specific-terms-test-prep,English Language Arts,12,28,0,0,0,0,false,,,"Discipline-Specific Terms, Test Prep Launch Lesson"
1321,2-english-language-arts-vocabulary-sight-words-and-phonics,English Language Arts,2,20,0,0,0,0,false,,,Sight Words & Phonics Launch Lesson
1328,9-english-language-arts-vocabulary-discipline-specific-terms-test-prep,English Language Arts,9,28,0,0,0,0,false,,,"Discipline-Specific Terms, Test Prep Launch Lesson"
1329,k-english-language-arts-vocabulary-sight-words-and-phonics,English Language Arts,K,20,0,0,0,0,false,,,Sight Words & Phonics Launch Lesson
1330,1-english-language-arts-writing-and-grammar-handwriting-sentences-capitalization-punctuation,English Language Arts,1,20,0,0,0,0,false,,,"Handwriting, Sentences, Capitalization/Punctuation Launch Lesson"
1331,10-english-language-arts-writing-and-grammar-research-papers-rhetoric-style-mla-apa-basics-grammar-review,English Language Arts,10,24,0,0,0,0,false,,,"Research Papers, Rhetoric, Style, MLA/APA Basics, Grammar Review Launch Lesson"
1332,11-english-language-arts-writing-and-grammar-research-papers-rhetoric-style-mla-apa-basics-grammar-review,English Language Arts,11,24,0,0,0,0,false,,,"Research Papers, Rhetoric, Style, MLA/APA Basics, Grammar Review Launch Lesson"
1333,12-english-language-arts-writing-and-grammar-research-papers-rhetoric-style-mla-apa-basics-grammar-review,English Language Arts,12,24,0,0,0,0,false,,,"Research Papers, Rhetoric, Style, MLA/APA Basics, Grammar Review Launch Lesson"
1334,2-english-language-arts-writing-and-grammar-handwriting-sentences-capitalization-punctuation,English Language Arts,2,20,0,0,0,0,false,,,"Handwriting, Sentences, Capitalization/Punctuation Launch Lesson"
1341,9-english-language-arts-writing-and-grammar-research-papers-rhetoric-style-mla-apa-basics-grammar-review,English Language Arts,9,24,0,0,0,0,false,,,"Research Papers, Rhetoric, Style, MLA/APA Basics, Grammar Review Launch Lesson"
1342,k-english-language-arts-writing-and-grammar-handwriting-sentences-capitalization-punctuation,English Language Arts,K,20,0,0,0,0,false,,,"Handwriting, Sentences, Capitalization/Punctuation Launch Lesson"
1343,1-mathematics-data-and-probability-statistics-describe-data-more-less,Mathematics,1,20,0,0,0,0,false,,,Describe Data (more/less) Launch Lesson
1345,10-mathematics-algebra-hs-pathways-linear-quadratic-functions,Mathematics,10,24,0,0,0,0,false,,,Linear/Quadratic Functions Launch Lesson
1346,10-mathematics-algebra-hs-pathways-modeling-and-applications,Mathematics,10,20,0,0,0,0,false,,,Modeling & Applications Launch Lesson
1347,10-mathematics-algebra-hs-pathways-piecewise-absolute-value,Mathematics,10,24,0,0,0,0,false,,,Piecewise/Absolute Value Launch Lesson
1348,10-mathematics-algebra-hs-pathways-polynomial-polynomial-identities,Mathematics,10,28,0,0,0,0,false,,,Polynomial/Polynomial Identities Launch Lesson
1349,10-mathematics-algebra-hs-pathways-rational-radical-functions,Mathematics,10,24,0,0,0,0,false,,,Rational/ Radical Functions Launch Lesson
1350,11-mathematics-algebra-hs-pathways-linear-quadratic-functions,Mathematics,11,24,0,0,0,0,false,,,Linear/Quadratic Functions Launch Lesson
1351,11-mathematics-algebra-hs-pathways-modeling-and-applications,Mathematics,11,20,0,0,0,0,false,,,Modeling & Applications Launch Lesson
1352,11-mathematics-algebra-hs-pathways-piecewise-absolute-value,Mathematics,11,24,0,0,0,0,false,,,Piecewise/Absolute Value Launch Lesson
1353,11-mathematics-algebra-hs-pathways-polynomial-polynomial-identities,Mathematics,11,28,0,0,0,0,false,,,Polynomial/Polynomial Identities Launch Lesson
1354,11-mathematics-algebra-hs-pathways-rational-radical-functions,Mathematics,11,24,0,0,0,0,false,,,Rational/ Radical Functions Launch Lesson
1355,12-mathematics-algebra-hs-pathways-linear-quadratic-functions,Mathematics,12,24,0,0,0,0,false,,,Linear/Quadratic Functions Launch Lesson
1356,12-mathematics-algebra-hs-pathways-modeling-and-applications,Mathematics,12,20,0,0,0,0,false,,,Modeling & Applications Launch Lesson
1357,12-mathematics-algebra-hs-pathways-piecewise-absolute-value,Mathematics,12,24,0,0,0,0,false,,,Piecewise/Absolute Value Launch Lesson
1358,12-mathematics-algebra-hs-pathways-polynomial-polynomial-identities,Mathematics,12,28,0,0,0,0,false,,,Polynomial/Polynomial Identities Launch Lesson
1359,12-mathematics-algebra-hs-pathways-rational-radical-functions,Mathematics,12,24,0,0,0,0,false,,,Rational/ Radical Functions Launch Lesson
1360,9-mathematics-algebra-hs-pathways-linear-quadratic-functions,Mathematics,9,24,0,0,0,0,false,,,Linear/Quadratic Functions Launch Lesson
1361,9-mathematics-algebra-hs-pathways-modeling-and-applications,Mathematics,9,20,0,0,0,0,false,,,Modeling & Applications Launch Lesson
1362,9-mathematics-algebra-hs-pathways-piecewise-absolute-value,Mathematics,9,24,0,0,0,0,false,,,Piecewise/Absolute Value Launch Lesson
1363,9-mathematics-algebra-hs-pathways-polynomial-polynomial-identities,Mathematics,9,28,0,0,0,0,false,,,Polynomial/Polynomial Identities Launch Lesson
1364,9-mathematics-algebra-hs-pathways-rational-radical-functions,Mathematics,9,24,0,0,0,0,false,,,Rational/ Radical Functions Launch Lesson
1365,1-mathematics-data-and-probability-statistics-categorize-and-tally,Mathematics,1,16,0,0,0,0,false,,,Categorize & Tally Launch Lesson
1366,1-mathematics-data-and-probability-statistics-picture-bar-graphs-intro,Mathematics,1,16,0,0,0,0,false,,,Picture/Bar Graphs (intro) Launch Lesson
1367,1-mathematics-data-and-probability-statistics-simple-probability-informal,Mathematics,1,12,0,0,0,0,false,,,Simple Probability (informal) Launch Lesson
1368,10-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,10,28,0,0,0,0,false,,,Confidence Intervals & Hypothesis Tests (intro HS Stats) Launch Lesson
1369,10-mathematics-data-and-probability-statistics-descriptive-inferential-statistics,Mathematics,10,20,0,0,0,0,false,,,Descriptive/Inferential Statistics Launch Lesson
1370,10-mathematics-data-and-probability-statistics-normal-distribution,Mathematics,10,24,0,0,0,0,false,,,Normal Distribution Launch Lesson
1371,10-mathematics-data-and-probability-statistics-regression-linear-multiple,Mathematics,10,24,0,0,0,0,false,,,Regression (linear/multiple) Launch Lesson
1372,12-mathematics-data-and-probability-statistics-regression-linear-multiple,Mathematics,12,24,0,0,0,0,false,,,Regression (linear/multiple) Launch Lesson
1373,11-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,11,28,0,0,0,0,false,,,Confidence Intervals & Hypothesis Tests (intro HS Stats) Launch Lesson
1374,11-mathematics-data-and-probability-statistics-descriptive-inferential-statistics,Mathematics,11,20,0,0,0,0,false,,,Descriptive/Inferential Statistics Launch Lesson
1375,11-mathematics-data-and-probability-statistics-normal-distribution,Mathematics,11,24,0,0,0,0,false,,,Normal Distribution Launch Lesson
1376,11-mathematics-data-and-probability-statistics-regression-linear-multiple,Mathematics,11,24,0,0,0,0,false,,,Regression (linear/multiple) Launch Lesson
1377,12-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,12,28,0,0,0,0,false,,,Confidence Intervals & Hypothesis Tests (intro HS Stats) Launch Lesson
1378,12-mathematics-data-and-probability-statistics-descriptive-inferential-statistics,Mathematics,12,20,0,0,0,0,false,,,Descriptive/Inferential Statistics Launch Lesson
1379,12-mathematics-data-and-probability-statistics-normal-distribution,Mathematics,12,24,0,0,0,0,false,,,Normal Distribution Launch Lesson
1380,2-mathematics-data-and-probability-statistics-categorize-and-tally,Mathematics,2,16,0,0,0,0,false,,,Categorize & Tally Launch Lesson
1381,2-mathematics-data-and-probability-statistics-describe-data-more-less,Mathematics,2,20,0,0,0,0,false,,,Describe Data (more/less) Launch Lesson
1382,2-mathematics-data-and-probability-statistics-picture-bar-graphs-intro,Mathematics,2,16,0,0,0,0,false,,,Picture/Bar Graphs (intro) Launch Lesson
1383,2-mathematics-data-and-probability-statistics-simple-probability-informal,Mathematics,2,12,0,0,0,0,false,,,Simple Probability (informal) Launch Lesson
1408,9-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,9,28,0,0,0,0,false,,,Confidence Intervals & Hypothesis Tests (intro HS Stats) Launch Lesson
1409,9-mathematics-data-and-probability-statistics-descriptive-inferential-statistics,Mathematics,9,20,0,0,0,0,false,,,Descriptive/Inferential Statistics Launch Lesson
1410,9-mathematics-data-and-probability-statistics-normal-distribution,Mathematics,9,24,0,0,0,0,false,,,Normal Distribution Launch Lesson
1411,9-mathematics-data-and-probability-statistics-regression-linear-multiple,Mathematics,9,24,0,0,0,0,false,,,Regression (linear/multiple) Launch Lesson
1412,k-mathematics-data-and-probability-statistics-categorize-and-tally,Mathematics,K,16,0,0,0,0,false,,,Categorize & Tally Launch Lesson
1413,k-mathematics-data-and-probability-statistics-describe-data-more-less,Mathematics,K,20,0,0,0,0,false,,,Describe Data (more/less) Launch Lesson
1414,k-mathematics-data-and-probability-statistics-picture-bar-graphs-intro,Mathematics,K,16,0,0,0,0,false,,,Picture/Bar Graphs (intro) Launch Lesson
1415,k-mathematics-data-and-probability-statistics-simple-probability-informal,Mathematics,K,12,0,0,0,0,false,,,Simple Probability (informal) Launch Lesson
1416,1-mathematics-geometry-and-measurement-2d-3d-shapes-and-attributes,Mathematics,1,16,0,0,0,0,false,,,2D/3D Shapes & Attributes Launch Lesson
1417,1-mathematics-geometry-and-measurement-length-weight-capacity-non-standard-standard,Mathematics,1,16,0,0,0,0,false,,,Length/Weight/Capacity (non-standard/standard) Launch Lesson
1418,1-mathematics-geometry-and-measurement-perimeter-intro,Mathematics,1,20,0,0,0,0,false,,,Perimeter (intro) Launch Lesson
1419,1-mathematics-geometry-and-measurement-time-and-money-intro,Mathematics,1,20,0,0,0,0,false,,,Time & Money (intro) Launch Lesson
1420,10-mathematics-geometry-and-measurement-conic-sections,Mathematics,10,28,0,0,0,0,false,,,Conic Sections Launch Lesson
1421,10-mathematics-geometry-and-measurement-euclidean-proofs,Mathematics,10,28,0,0,0,0,false,,,Euclidean Proofs Launch Lesson
1422,10-mathematics-geometry-and-measurement-transformations-advanced,Mathematics,10,36,0,0,0,0,false,,,Transformations (advanced) Launch Lesson
1423,10-mathematics-geometry-and-measurement-trigonometry-right-units,Mathematics,10,28,0,0,0,0,false,,,Trigonometry (right/units) Launch Lesson
1424,10-mathematics-geometry-and-measurement-vectors,Mathematics,10,28,0,0,0,0,false,,,Vectors Launch Lesson
1425,11-mathematics-geometry-and-measurement-conic-sections,Mathematics,11,28,0,0,0,0,false,,,Conic Sections Launch Lesson
1426,11-mathematics-geometry-and-measurement-euclidean-proofs,Mathematics,11,28,0,0,0,0,false,,,Euclidean Proofs Launch Lesson
1427,11-mathematics-geometry-and-measurement-transformations-advanced,Mathematics,11,36,0,0,0,0,false,,,Transformations (advanced) Launch Lesson
1428,11-mathematics-geometry-and-measurement-trigonometry-right-units,Mathematics,11,28,0,0,0,0,false,,,Trigonometry (right/units) Launch Lesson
1429,11-mathematics-geometry-and-measurement-vectors,Mathematics,11,28,0,0,0,0,false,,,Vectors Launch Lesson
1430,12-mathematics-geometry-and-measurement-conic-sections,Mathematics,12,28,0,0,0,0,false,,,Conic Sections Launch Lesson
1431,12-mathematics-geometry-and-measurement-euclidean-proofs,Mathematics,12,28,0,0,0,0,false,,,Euclidean Proofs Launch Lesson
1432,12-mathematics-geometry-and-measurement-transformations-advanced,Mathematics,12,36,0,0,0,0,false,,,Transformations (advanced) Launch Lesson
1433,12-mathematics-geometry-and-measurement-trigonometry-right-units,Mathematics,12,28,0,0,0,0,false,,,Trigonometry (right/units) Launch Lesson
1434,12-mathematics-geometry-and-measurement-vectors,Mathematics,12,28,0,0,0,0,false,,,Vectors Launch Lesson
1435,2-mathematics-geometry-and-measurement-2d-3d-shapes-and-attributes,Mathematics,2,16,0,0,0,0,false,,,2D/3D Shapes & Attributes Launch Lesson
1436,2-mathematics-geometry-and-measurement-length-weight-capacity-non-standard-standard,Mathematics,2,16,0,0,0,0,false,,,Length/Weight/Capacity (non-standard/standard) Launch Lesson
1437,2-mathematics-geometry-and-measurement-perimeter-intro,Mathematics,2,20,0,0,0,0,false,,,Perimeter (intro) Launch Lesson
1438,2-mathematics-geometry-and-measurement-time-and-money-intro,Mathematics,2,20,0,0,0,0,false,,,Time & Money (intro) Launch Lesson
1469,9-mathematics-geometry-and-measurement-conic-sections,Mathematics,9,28,0,0,0,0,false,,,Conic Sections Launch Lesson
1470,9-mathematics-geometry-and-measurement-euclidean-proofs,Mathematics,9,28,0,0,0,0,false,,,Euclidean Proofs Launch Lesson
1471,9-mathematics-geometry-and-measurement-transformations-advanced,Mathematics,9,36,0,0,0,0,false,,,Transformations (advanced) Launch Lesson
1472,9-mathematics-geometry-and-measurement-trigonometry-right-units,Mathematics,9,28,0,0,0,0,false,,,Trigonometry (right/units) Launch Lesson
1473,9-mathematics-geometry-and-measurement-vectors,Mathematics,9,28,0,0,0,0,false,,,Vectors Launch Lesson
1474,k-mathematics-geometry-and-measurement-2d-3d-shapes-and-attributes,Mathematics,K,16,0,0,0,0,false,,,2D/3D Shapes & Attributes Launch Lesson
1475,k-mathematics-geometry-and-measurement-length-weight-capacity-non-standard-standard,Mathematics,K,16,0,0,0,0,false,,,Length/Weight/Capacity (non-standard/standard) Launch Lesson
1476,k-mathematics-geometry-and-measurement-perimeter-intro,Mathematics,K,20,0,0,0,0,false,,,Perimeter (intro) Launch Lesson
1477,k-mathematics-geometry-and-measurement-time-and-money-intro,Mathematics,K,20,0,0,0,0,false,,,Time & Money (intro) Launch Lesson
1478,1-mathematics-number-and-operations-addition-subtraction-within-20,Mathematics,1,12,0,0,0,0,false,,,Addition/Subtraction within 20 Launch Lesson
1479,1-mathematics-number-and-operations-compare-numbers,Mathematics,1,16,0,0,0,0,false,,,Compare Numbers Launch Lesson
1480,1-mathematics-number-and-operations-counting-and-cardinality,Mathematics,1,16,0,0,0,0,false,,,Counting & Cardinality Launch Lesson
1481,1-mathematics-number-and-operations-place-value-tens-ones,Mathematics,1,20,0,0,0,0,false,,,Place Value (tens/ones) Launch Lesson
1482,1-mathematics-number-and-operations-skip-counting,Mathematics,1,16,0,0,0,0,false,,,Skip Counting Launch Lesson
1483,10-mathematics-number-and-operations-complex-numbers,Mathematics,10,24,0,0,0,0,false,,,Complex Numbers Launch Lesson
1484,10-mathematics-number-and-operations-exponential-logarithmic-functions,Mathematics,10,28,0,0,0,0,false,,,Exponential/Logarithmic Functions Launch Lesson
1485,10-mathematics-number-and-operations-matrices-optional,Mathematics,10,24,0,0,0,0,false,,,Matrices (optional) Launch Lesson
1486,10-mathematics-number-and-operations-polynomial-and-rational-expressions,Mathematics,10,24,0,0,0,0,false,,,Polynomial & Rational Expressions Launch Lesson
1487,10-mathematics-number-and-operations-sequences-and-series,Mathematics,10,28,0,0,0,0,false,,,Sequences & Series Launch Lesson
1488,11-mathematics-number-and-operations-complex-numbers,Mathematics,11,24,0,0,0,0,false,,,Complex Numbers Launch Lesson
1489,11-mathematics-number-and-operations-exponential-logarithmic-functions,Mathematics,11,28,0,0,0,0,false,,,Exponential/Logarithmic Functions Launch Lesson
1490,11-mathematics-number-and-operations-matrices-optional,Mathematics,11,24,0,0,0,0,false,,,Matrices (optional) Launch Lesson
1491,11-mathematics-number-and-operations-polynomial-and-rational-expressions,Mathematics,11,24,0,0,0,0,false,,,Polynomial & Rational Expressions Launch Lesson
1492,11-mathematics-number-and-operations-sequences-and-series,Mathematics,11,28,0,0,0,0,false,,,Sequences & Series Launch Lesson
1493,12-mathematics-number-and-operations-complex-numbers,Mathematics,12,24,0,0,0,0,false,,,Complex Numbers Launch Lesson
1494,12-mathematics-number-and-operations-exponential-logarithmic-functions,Mathematics,12,28,0,0,0,0,false,,,Exponential/Logarithmic Functions Launch Lesson
1495,12-mathematics-number-and-operations-matrices-optional,Mathematics,12,24,0,0,0,0,false,,,Matrices (optional) Launch Lesson
1496,12-mathematics-number-and-operations-polynomial-and-rational-expressions,Mathematics,12,24,0,0,0,0,false,,,Polynomial & Rational Expressions Launch Lesson
1497,12-mathematics-number-and-operations-sequences-and-series,Mathematics,12,28,0,0,0,0,false,,,Sequences & Series Launch Lesson
1498,2-mathematics-number-and-operations-addition-subtraction-within-20,Mathematics,2,12,0,0,0,0,false,,,Addition/Subtraction within 20 Launch Lesson
1499,2-mathematics-number-and-operations-compare-numbers,Mathematics,2,16,0,0,0,0,false,,,Compare Numbers Launch Lesson
1500,2-mathematics-number-and-operations-counting-and-cardinality,Mathematics,2,16,0,0,0,0,false,,,Counting & Cardinality Launch Lesson
1501,2-mathematics-number-and-operations-place-value-tens-ones,Mathematics,2,20,0,0,0,0,false,,,Place Value (tens/ones) Launch Lesson
1502,2-mathematics-number-and-operations-skip-counting,Mathematics,2,16,0,0,0,0,false,,,Skip Counting Launch Lesson
1533,9-mathematics-number-and-operations-complex-numbers,Mathematics,9,24,0,0,0,0,false,,,Complex Numbers Launch Lesson
1534,9-mathematics-number-and-operations-exponential-logarithmic-functions,Mathematics,9,28,0,0,0,0,false,,,Exponential/Logarithmic Functions Launch Lesson
1535,9-mathematics-number-and-operations-matrices-optional,Mathematics,9,24,0,0,0,0,false,,,Matrices (optional) Launch Lesson
1536,9-mathematics-number-and-operations-polynomial-and-rational-expressions,Mathematics,9,24,0,0,0,0,false,,,Polynomial & Rational Expressions Launch Lesson
1537,9-mathematics-number-and-operations-sequences-and-series,Mathematics,9,28,0,0,0,0,false,,,Sequences & Series Launch Lesson
1538,k-mathematics-number-and-operations-addition-subtraction-within-20,Mathematics,K,12,0,0,0,0,false,,,Addition/Subtraction within 20 Launch Lesson
1539,k-mathematics-number-and-operations-compare-numbers,Mathematics,K,16,0,0,0,0,false,,,Compare Numbers Launch Lesson
1540,k-mathematics-number-and-operations-counting-and-cardinality,Mathematics,K,16,0,0,0,0,false,,,Counting & Cardinality Launch Lesson
1541,k-mathematics-number-and-operations-place-value-tens-ones,Mathematics,K,20,0,0,0,0,false,,,Place Value (tens/ones) Launch Lesson
1542,k-mathematics-number-and-operations-skip-counting,Mathematics,K,16,0,0,0,0,false,,,Skip Counting Launch Lesson
1543,10-mathematics-precalculus-calculus-advanced-hs-derivatives-intro,Mathematics,10,16,0,0,0,0,false,,,Derivatives (intro) Launch Lesson
1544,10-mathematics-precalculus-calculus-advanced-hs-integrals-intro,Mathematics,10,28,0,0,0,0,false,,,Integrals (intro) Launch Lesson
1545,10-mathematics-precalculus-calculus-advanced-hs-limits,Mathematics,10,28,0,0,0,0,false,,,Limits Launch Lesson
1546,10-mathematics-precalculus-calculus-advanced-hs-parametric-polar-optional,Mathematics,10,28,0,0,0,0,false,,,Parametric/Polar (optional) Launch Lesson
1547,10-mathematics-precalculus-calculus-advanced-hs-trigonometric-identities,Mathematics,10,24,0,0,0,0,false,,,Trigonometric Identities Launch Lesson
1548,11-mathematics-precalculus-calculus-advanced-hs-derivatives-intro,Mathematics,11,16,0,0,0,0,false,,,Derivatives (intro) Launch Lesson
1549,11-mathematics-precalculus-calculus-advanced-hs-integrals-intro,Mathematics,11,28,0,0,0,0,false,,,Integrals (intro) Launch Lesson
1550,11-mathematics-precalculus-calculus-advanced-hs-limits,Mathematics,11,28,0,0,0,0,false,,,Limits Launch Lesson
1551,11-mathematics-precalculus-calculus-advanced-hs-parametric-polar-optional,Mathematics,11,28,0,0,0,0,false,,,Parametric/Polar (optional) Launch Lesson
1552,11-mathematics-precalculus-calculus-advanced-hs-trigonometric-identities,Mathematics,11,24,0,0,0,0,false,,,Trigonometric Identities Launch Lesson
1553,12-mathematics-precalculus-calculus-advanced-hs-derivatives-intro,Mathematics,12,16,0,0,0,0,false,,,Derivatives (intro) Launch Lesson
1554,12-mathematics-precalculus-calculus-advanced-hs-integrals-intro,Mathematics,12,28,0,0,0,0,false,,,Integrals (intro) Launch Lesson
1555,12-mathematics-precalculus-calculus-advanced-hs-limits,Mathematics,12,28,0,0,0,0,false,,,Limits Launch Lesson
1556,12-mathematics-precalculus-calculus-advanced-hs-parametric-polar-optional,Mathematics,12,28,0,0,0,0,false,,,Parametric/Polar (optional) Launch Lesson
1557,12-mathematics-precalculus-calculus-advanced-hs-trigonometric-identities,Mathematics,12,24,0,0,0,0,false,,,Trigonometric Identities Launch Lesson
1558,9-mathematics-precalculus-calculus-advanced-hs-derivatives-intro,Mathematics,9,16,0,0,0,0,false,,,Derivatives (intro) Launch Lesson
1559,9-mathematics-precalculus-calculus-advanced-hs-integrals-intro,Mathematics,9,28,0,0,0,0,false,,,Integrals (intro) Launch Lesson
1560,9-mathematics-precalculus-calculus-advanced-hs-limits,Mathematics,9,28,0,0,0,0,false,,,Limits Launch Lesson
1561,9-mathematics-precalculus-calculus-advanced-hs-parametric-polar-optional,Mathematics,9,28,0,0,0,0,false,,,Parametric/Polar (optional) Launch Lesson
1562,9-mathematics-precalculus-calculus-advanced-hs-trigonometric-identities,Mathematics,9,24,0,0,0,0,false,,,Trigonometric Identities Launch Lesson
1563,11-science-life-science-physiology,Science,11,24,0,0,0,0,false,,,Physiology Launch Lesson
1564,1-science-earth-and-space-weather-and-seasons,Science,1,24,0,0,0,0,false,,,Weather & Seasons Launch Lesson
1565,10-science-earth-and-space-astronomy-astrophysics-intro,Science,10,28,0,0,0,0,false,,,Astronomy/Astrophysics (intro) Launch Lesson
1567,10-science-life-science-physiology,Science,10,24,0,0,0,0,false,,,Physiology Launch Lesson
1568,1-science-earth-and-space-earth-materials-rocks-soil,Science,1,24,0,0,0,0,false,,,Earth Materials (rocks/soil) Launch Lesson
1569,1-science-earth-and-space-sun-moon-stars-patterns,Science,1,16,0,0,0,0,false,,,Sun/Moon/Stars (patterns) Launch Lesson
1570,10-science-earth-and-space-climate-science,Science,10,28,0,0,0,0,false,,,Climate Science Launch Lesson
1571,10-science-earth-and-space-geology-minerals-rocks,Science,10,32,0,0,0,0,false,,,Geology (minerals/rocks) Launch Lesson
1572,10-science-earth-and-space-oceanography-atmospheric-science,Science,10,24,0,0,0,0,false,,,Oceanography/Atmospheric Science Launch Lesson
1573,11-science-earth-and-space-astronomy-astrophysics-intro,Science,11,28,0,0,0,0,false,,,Astronomy/Astrophysics (intro) Launch Lesson
1574,11-science-earth-and-space-climate-science,Science,11,28,0,0,0,0,false,,,Climate Science Launch Lesson
1575,11-science-earth-and-space-geology-minerals-rocks,Science,11,32,0,0,0,0,false,,,Geology (minerals/rocks) Launch Lesson
1576,11-science-earth-and-space-oceanography-atmospheric-science,Science,11,24,0,0,0,0,false,,,Oceanography/Atmospheric Science Launch Lesson
1577,12-science-earth-and-space-astronomy-astrophysics-intro,Science,12,28,0,0,0,0,false,,,Astronomy/Astrophysics (intro) Launch Lesson
1578,12-science-earth-and-space-climate-science,Science,12,28,0,0,0,0,false,,,Climate Science Launch Lesson
1579,12-science-earth-and-space-geology-minerals-rocks,Science,12,32,0,0,0,0,false,,,Geology (minerals/rocks) Launch Lesson
1580,12-science-earth-and-space-oceanography-atmospheric-science,Science,12,24,0,0,0,0,false,,,Oceanography/Atmospheric Science Launch Lesson
1581,2-science-earth-and-space-earth-materials-rocks-soil,Science,2,24,0,0,0,0,false,,,Earth Materials (rocks/soil) Launch Lesson
1582,2-science-earth-and-space-sun-moon-stars-patterns,Science,2,16,0,0,0,0,false,,,Sun/Moon/Stars (patterns) Launch Lesson
1583,2-science-earth-and-space-weather-and-seasons,Science,2,24,0,0,0,0,false,,,Weather & Seasons Launch Lesson
1608,9-science-earth-and-space-astronomy-astrophysics-intro,Science,9,28,0,0,0,0,false,,,Astronomy/Astrophysics (intro) Launch Lesson
1609,9-science-earth-and-space-climate-science,Science,9,28,0,0,0,0,false,,,Climate Science Launch Lesson
1610,9-science-earth-and-space-geology-minerals-rocks,Science,9,32,0,0,0,0,false,,,Geology (minerals/rocks) Launch Lesson
1611,9-science-earth-and-space-oceanography-atmospheric-science,Science,9,24,0,0,0,0,false,,,Oceanography/Atmospheric Science Launch Lesson
1612,k-science-earth-and-space-earth-materials-rocks-soil,Science,K,24,0,0,0,0,false,,,Earth Materials (rocks/soil) Launch Lesson
1613,k-science-earth-and-space-sun-moon-stars-patterns,Science,K,16,0,0,0,0,false,,,Sun/Moon/Stars (patterns) Launch Lesson
1614,k-science-earth-and-space-weather-and-seasons,Science,K,24,0,0,0,0,false,,,Weather & Seasons Launch Lesson
